function_name	file	parameters	line_number
ModifierEndTurnWatch#onActivate	app/sdk/modifiers/modifierEndTurnWatch.coffee		21
ModifierEndTurnWatch#onEndTurn	app/sdk/modifiers/modifierEndTurnWatch.coffee	e	36
ModifierEndTurnWatch#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatch.coffee	action	42
ModifierEndTurnWatchAnyPlayer#onActivate	app/sdk/modifiers/modifierEndTurnWatchAnyPlayer.coffee		16
ModifierEndTurnWatchAnyPlayer#onEndTurn	app/sdk/modifiers/modifierEndTurnWatchAnyPlayer.coffee	e	31
ModifierEndTurnWatchAnyPlayer#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchAnyPlayer.coffee	action	35
ModifierEndTurnWatchAnyPlayerHsuku.createContextObject	app/sdk/modifiers/modifierEndTurnWatchAnyPlayerHsuku.coffee	buffName, options	19
ModifierEndTurnWatchAnyPlayerHsuku#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchAnyPlayerHsuku.coffee		35
ModifierEndTurnWatchAnyPlayerPullRandomUnits#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchAnyPlayerPullRandomUnits.coffee		11
ModifierEndTurnWatchAnyPlayerPullRandomUnits#positionsAreNearby	app/sdk/modifiers/modifierEndTurnWatchAnyPlayerPullRandomUnits.coffee	position1, position2	36
ModifierEndTurnWatchApplyModifiers.createContextObject	app/sdk/modifiers/modifierEndTurnWatchApplyModifiers.coffee	modifiersContextObjects, auraIncludeSelf, auraIncludeAlly, auraIncludeEnemy, auraRadius, canTargetGeneral, description, options	15
ModifierEndTurnWatchApplyModifiers.getDescription	app/sdk/modifiers/modifierEndTurnWatchApplyModifiers.coffee	modifierContextObject	26
ModifierEndTurnWatchApplyModifiers#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchApplyModifiers.coffee	action	32
ModifierEndTurnWatchApplyModifiers#getAffectedEntities	app/sdk/modifiers/modifierEndTurnWatchApplyModifiers.coffee	action	38
ModifierEndTurnWatchApplyModifiersRandomly.createContextObject	app/sdk/modifiers/modifierEndTurnWatchApplyModifiersRandomly.coffee	modifiersContextObjects, auraIncludeSelf, auraIncludeAlly, auraIncludeEnemy, auraRadius, auraIncludeGeneral, description, numberOfApplications, options	20
ModifierEndTurnWatchApplyModifiersRandomly#getAffectedEntities	app/sdk/modifiers/modifierEndTurnWatchApplyModifiersRandomly.coffee	action	25
ModifierEndTurnWatchDamageAllMinions.createContextObject	app/sdk/modifiers/modifierEndTurnWatchDamageAllMinions.coffee	damageAmount=0, auraRadius=CONFIG.WHOLE_BOARD_RADIUS, options	16
ModifierEndTurnWatchDamageAllMinions.getDescription	app/sdk/modifiers/modifierEndTurnWatchDamageAllMinions.coffee	modifierContextObject	22
ModifierEndTurnWatchDamageAllMinions#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDamageAllMinions.coffee	action	30
ModifierEndTurnWatchDamageNearbyEnemy.createContextObject	app/sdk/modifiers/modifierEndTurnWatchDamageNearbyEnemy.coffee	damageAmount=1, damageGenerals=false, options	17
ModifierEndTurnWatchDamageNearbyEnemy.getDescription	app/sdk/modifiers/modifierEndTurnWatchDamageNearbyEnemy.coffee	modifierContextObject	23
ModifierEndTurnWatchDamageNearbyEnemy#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDamageNearbyEnemy.coffee	action	34
ModifierEndTurnWatchDamagePlayerBasedOnRemainingMana.createContextObject	app/sdk/modifiers/modifierEndTurnWatchDamagePlayerBasedOnRemainingMana.coffee	options	14
ModifierEndTurnWatchDamagePlayerBasedOnRemainingMana.getDescription	app/sdk/modifiers/modifierEndTurnWatchDamagePlayerBasedOnRemainingMana.coffee	modifierContextObject	18
ModifierEndTurnWatchDamagePlayerBasedOnRemainingMana#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDamagePlayerBasedOnRemainingMana.coffee	action	22
ModifierEndTurnWatchDealDamageToSelfAndNearbyEnemies.createContextObject	app/sdk/modifiers/modifierEndTurnWatchDealDamageToSelfAndNearbyEnemies.coffee	damageAmount=1, damageGenerals=true, damageAmountDelta=2, options	17
ModifierEndTurnWatchDealDamageToSelfAndNearbyEnemies.getDescription	app/sdk/modifiers/modifierEndTurnWatchDealDamageToSelfAndNearbyEnemies.coffee	modifierContextObject	24
ModifierEndTurnWatchDealDamageToSelfAndNearbyEnemies#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchDealDamageToSelfAndNearbyEnemies.coffee	action	35
ModifierEndTurnWatchDealDamageToSelfAndNearbyEnemies#onActivate	app/sdk/modifiers/modifierEndTurnWatchDealDamageToSelfAndNearbyEnemies.coffee		69
ModifierEndTurnWatchDealDamageToSelfAndNearbyEnemies#getPrivateDefaults	app/sdk/modifiers/modifierEndTurnWatchDealDamageToSelfAndNearbyEnemies.coffee	gameSession	73
ModifierEndTurnWatchGainLastSpellPlayedThisTurn#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchGainLastSpellPlayedThisTurn.coffee	action	13
ModifierEndTurnWatchGainTempBuff#onActivate	app/sdk/modifiers/modifierEndTurnWatchGainTempBuff.coffee		18
ModifierEndTurnWatchGainTempBuff.createContextObject	app/sdk/modifiers/modifierEndTurnWatchGainTempBuff.coffee	attackBuff=0, healthBuff=0, modifierName, options	28
ModifierEndTurnWatchGainTempBuff#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchGainTempBuff.coffee		35
ModifierEndTurnWatchHealNearby.createContextObject	app/sdk/modifiers/modifierEndTurnWatchHealNearby.coffee	healAmount=1, healGeneral=false, options	18
ModifierEndTurnWatchHealNearby.getDescription	app/sdk/modifiers/modifierEndTurnWatchHealNearby.coffee	modifierContextObject	24
ModifierEndTurnWatchHealNearby#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchHealNearby.coffee	action	30
ModifierEndTurnWatchHealSelf.createContextObject	app/sdk/modifiers/modifierEndTurnWatchHealSelf.coffee	healAmount=0, options	15
ModifierEndTurnWatchHealSelf.getDescription	app/sdk/modifiers/modifierEndTurnWatchHealSelf.coffee	modifierContextObject	20
ModifierEndTurnWatchHealSelf#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchHealSelf.coffee		26
ModifierEndTurnWatchHealSelfAndGeneral.createContextObject	app/sdk/modifiers/modifierEndTurnWatchHealSelfAndGeneral.coffee	healAmount=0, options	15
ModifierEndTurnWatchHealSelfAndGeneral.getDescription	app/sdk/modifiers/modifierEndTurnWatchHealSelfAndGeneral.coffee	modifierContextObject	20
ModifierEndTurnWatchHealSelfAndGeneral#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchHealSelfAndGeneral.coffee		26
ModifierEndTurnWatchHsuku#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchHsuku.coffee		21
ModifierEndTurnWatchRefreshArtifacts#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchRefreshArtifacts.coffee		12
ModifierEndTurnWatchSpawnEgg.createContextObject	app/sdk/modifiers/modifierEndTurnWatchSpawnEgg.coffee	eggDescription, options	19
ModifierEndTurnWatchSpawnEgg.getDescription	app/sdk/modifiers/modifierEndTurnWatchSpawnEgg.coffee	modifierContextObject	24
ModifierEndTurnWatchSpawnEgg#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierEndTurnWatchSpawnEgg.coffee		30
ModifierEndTurnWatchSpawnEntity.createContextObject	app/sdk/modifiers/modifierEndTurnWatchSpawnEntity.coffee	cardDataOrIndexToSpawn, spawnDescription="", spawnCount=1, spawnPattern=CONFIG.PATTERN_3x3, spawnSilently=false, options	24
ModifierEndTurnWatchSpawnEntity.getDescription	app/sdk/modifiers/modifierEndTurnWatchSpawnEntity.coffee	modifierContextObject	33
ModifierEndTurnWatchSpawnEntity#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchSpawnEntity.coffee	action	48
ModifierEndTurnWatchSpawnEntity#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierEndTurnWatchSpawnEntity.coffee		63
ModifierEndTurnWatchSpawnEntity#getSpawnOwnerId	app/sdk/modifiers/modifierEndTurnWatchSpawnEntity.coffee	action	66
ModifierEndTurnWatchSpawnRandomEntity.createContextObject	app/sdk/modifiers/modifierEndTurnWatchSpawnRandomEntity.coffee	cardDataOrIndicesToSpawn, spawnDescription, spawnCount, spawnPattern, spawnSilently, options	10
ModifierEndTurnWatchSpawnRandomEntity#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierEndTurnWatchSpawnRandomEntity.coffee		15
ModifierEndTurnWatchSpawnTile.getDescription	app/sdk/modifiers/modifierEndTurnWatchSpawnTile.coffee	modifierContextObject	15
ModifierEndTurnWatchSwapAllegiance#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchSwapAllegiance.coffee	action	16
ModifierEndTurnWatchTeleportCorner#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchTeleportCorner.coffee	action	18
ModifierEndTurnWatchTransformNearbyEnemies.createContextObject	app/sdk/modifiers/modifierEndTurnWatchTransformNearbyEnemies.coffee	cardToBecome, options	19
ModifierEndTurnWatchTransformNearbyEnemies#onTurnWatch	app/sdk/modifiers/modifierEndTurnWatchTransformNearbyEnemies.coffee	action	24
ModifierEnemyAttackWatch#onAction	app/sdk/modifiers/modifierEnemyAttackWatch.coffee	event	17
ModifierEnemyAttackWatch#onEnemyAttackWatch	app/sdk/modifiers/modifierEnemyAttackWatch.coffee	action	24
ModifierEnemyAttackWatchGainAttack.createContextObject	app/sdk/modifiers/modifierEnemyAttackWatchGainAttack.coffee	attackBuff=0, buffName, options	12
ModifierEnemyAttackWatchGainAttack#onEnemyAttackWatch	app/sdk/modifiers/modifierEnemyAttackWatchGainAttack.coffee	action	18
ModifierEnemyCannotCastBBS.createContextObject	app/sdk/modifiers/modifierEnemyCannotCastBBS.coffee		16
ModifierEnemyCannotCastBBS#onValidateAction	app/sdk/modifiers/modifierEnemyCannotCastBBS.coffee	actionEvent	20
ModifierEnemyCannotHeal#onModifyActionForExecution	app/sdk/modifiers/modifierEnemyCannotHeal.coffee	e	20
ModifierEnemyDealDamageWatch#onAction	app/sdk/modifiers/modifierEnemyDealDamageWatch.coffee	actionEvent	17
ModifierEnemyDealDamageWatch#willDealDamage	app/sdk/modifiers/modifierEnemyDealDamageWatch.coffee	action	25
ModifierEnemyDealDamageWatch#onEnemyDamageDealt	app/sdk/modifiers/modifierEnemyDealDamageWatch.coffee	action	31
ModifierEnemyGeneralAttackWatch#onAction	app/sdk/modifiers/modifierEnemyGeneralAttackWatch.coffee	event	19
ModifierEnemyGeneralAttackWatch#onEnemyGeneralAttackWatch	app/sdk/modifiers/modifierEnemyGeneralAttackWatch.coffee	action	26
ModifierEnemyGeneralAttackedWatch#onAction	app/sdk/modifiers/modifierEnemyGeneralAttackedWatch.coffee	event	16
ModifierEnemyGeneralAttackedWatch#onEnemyGeneralAttackedWatch	app/sdk/modifiers/modifierEnemyGeneralAttackedWatch.coffee	action	23
ModifierEnemyGeneralAttackedWatchSummonBehindAndDrawCard#onEnemyGeneralAttackedWatch	app/sdk/modifiers/modifierEnemyGeneralAttackedWatchSummonBehindAndDrawCard.coffee	action	9
ModifierEnemyMinionAttackWatch#onAction	app/sdk/modifiers/modifierEnemyMinionAttackWatch.coffee	event	19
ModifierEnemyMinionAttackWatch#onEnemyMinionAttackWatch	app/sdk/modifiers/modifierEnemyMinionAttackWatch.coffee	action	26
ModifierEnemyMinionAttackWatchGainKeyword.createContextObject	app/sdk/modifiers/modifierEnemyMinionAttackWatchGainKeyword.coffee		21
ModifierEnemyMinionAttackWatchGainKeyword#onEnemyMinionAttackWatch	app/sdk/modifiers/modifierEnemyMinionAttackWatchGainKeyword.coffee	action	33
ModifierEnemySpellWatch#onBeforeAction	app/sdk/modifiers/modifierEnemySpellWatch.coffee	e	21
ModifierEnemySpellWatch#onEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatch.coffee	action	30
ModifierEnemySpellWatchBuffSelf.createContextObject	app/sdk/modifiers/modifierEnemySpellWatchBuffSelf.coffee	attackBuff=0, maxHPBuff=0, buffName, options	16
ModifierEnemySpellWatchBuffSelf#onEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchBuffSelf.coffee	action	23
ModifierEnemySpellWatchCopySpell#onEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchCopySpell.coffee	action	14
ModifierEnemySpellWatchFromHand#onBeforeAction	app/sdk/modifiers/modifierEnemySpellWatchFromHand.coffee	e	17
ModifierEnemySpellWatchFromHand#onEnemySpellWatchFromHand	app/sdk/modifiers/modifierEnemySpellWatchFromHand.coffee	action	26
ModifierSpellWatchGainRandomKeyword.createContextObject	app/sdk/modifiers/modifierEnemySpellWatchGainRandomKeyword.coffee		23
ModifierSpellWatchGainRandomKeyword#onEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchGainRandomKeyword.coffee	action	41
ModifierEnemySpellWatchHealMyGeneral.createContextObject	app/sdk/modifiers/modifierEnemySpellWatchHealMyGeneral.coffee	healAmount, options	13
ModifierEnemySpellWatchHealMyGeneral#onEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchHealMyGeneral.coffee	action	18
ModifierEnemySpellWatchPutCardInHand.createContextObject	app/sdk/modifiers/modifierEnemySpellWatchPutCardInHand.coffee	cardDataOrIndexToPutInHand, options	14
ModifierEnemySpellWatchPutCardInHand#onEnemySpellWatch	app/sdk/modifiers/modifierEnemySpellWatchPutCardInHand.coffee	action	19
ModifierEnemyStunWatch#onBeforeAction	app/sdk/modifiers/modifierEnemyStunWatch.coffee	e	19
ModifierEnemyStunWatch#onEnemyStunWatch	app/sdk/modifiers/modifierEnemyStunWatch.coffee	action	28
ModifierEnemyStunWatchDamageNearbyEnemies.createContextObject	app/sdk/modifiers/modifierEnemyStunWatchDamageNearbyEnemies.coffee	damageAmount, options	14
ModifierEnemyStunWatchDamageNearbyEnemies#onEnemyStunWatch	app/sdk/modifiers/modifierEnemyStunWatchDamageNearbyEnemies.coffee	action	19
ModifierEnemyStunWatchFullyHeal.createContextObject	app/sdk/modifiers/modifierEnemyStunWatchFullyHeal.coffee	options	16
ModifierEnemyStunWatchFullyHeal#onEnemyStunWatch	app/sdk/modifiers/modifierEnemyStunWatchFullyHeal.coffee	action	20
ModifierEnemyStunWatchTransformThis.createContextObject	app/sdk/modifiers/modifierEnemyStunWatchTransformThis.coffee	cardDataOrIndexToSpawn, options	15
ModifierEnemyStunWatchTransformThis#onEnemyStunWatch	app/sdk/modifiers/modifierEnemyStunWatchTransformThis.coffee	action	20
ModifierEnemyStunWatchTransformThis#getIsValidTransformPosition	app/sdk/modifiers/modifierEnemyStunWatchTransformThis.coffee	summonedUnitPosition	35
ModifierEnemyTakeDamageWatch#onAction	app/sdk/modifiers/modifierEnemyTakeDamageWatch.coffee	actionEvent	20
ModifierEnemyTakeDamageWatch#willDealDamage	app/sdk/modifiers/modifierEnemyTakeDamageWatch.coffee	action	28
ModifierEnemyTakeDamageWatch#onEnemyDamageTaken	app/sdk/modifiers/modifierEnemyTakeDamageWatch.coffee	action	35
ModifierEnemyTakeDamageWatchHealMyGeneral.createContextObject	app/sdk/modifiers/modifierEnemyTakeDamageWatchHealMyGeneral.coffee	healAmount=0, options	14
ModifierEnemyTakeDamageWatchHealMyGeneral.getDescription	app/sdk/modifiers/modifierEnemyTakeDamageWatchHealMyGeneral.coffee	modifierContextObject	19
ModifierEnemyTakeDamageWatchHealMyGeneral#onEnemyDamageTaken	app/sdk/modifiers/modifierEnemyTakeDamageWatchHealMyGeneral.coffee	action	25
ModifierEnemyTeamMoveWatch#onAction	app/sdk/modifiers/modifierEnemyTeamMoveWatch.coffee	event	21
ModifierEnemyTeamMoveWatch#onEnemyTeamMoveWatch	app/sdk/modifiers/modifierEnemyTeamMoveWatch.coffee	action, movingTarget	32
ModifierEnemyTeamMoveWatchSummonEntityBehind.createContextObject	app/sdk/modifiers/modifierEnemyTeamMoveWatchSummonEntityBehind.coffee	cardDataOrIndexToSpawn, spawnDescription="", spawnCount=1, spawnSilently=false, options	19
ModifierEnemyTeamMoveWatchSummonEntityBehind.getDescription	app/sdk/modifiers/modifierEnemyTeamMoveWatchSummonEntityBehind.coffee	modifierContextObject	27
ModifierEnemyTeamMoveWatchSummonEntityBehind#onEnemyTeamMoveWatch	app/sdk/modifiers/modifierEnemyTeamMoveWatchSummonEntityBehind.coffee	action, movingTarget	34
ModifierEnemyTeamMoveWatchSummonEntityBehind#getCardDataOrIndexToSpawn	app/sdk/modifiers/modifierEnemyTeamMoveWatchSummonEntityBehind.coffee		52
ModifierEnemyTeamMoveWatchSummonEntityBehind#getSpaceBehindMovingUnit	app/sdk/modifiers/modifierEnemyTeamMoveWatchSummonEntityBehind.coffee	behindUnit	55
ModifierEnemyTeamMoveWatchSummonEntityBehind#getSpawnOwnerId	app/sdk/modifiers/modifierEnemyTeamMoveWatchSummonEntityBehind.coffee	action	62
ModifierEntersBattlefieldWatch#onActivate	app/sdk/modifiers/modifierEntersBattlefieldWatch.coffee		13
ModifierEntersBattlefieldWatch#onEntersBattlefield	app/sdk/modifiers/modifierEntersBattlefieldWatch.coffee		17
ModifierEntersBattlefieldWatchApplyModifiers.createContextObject	app/sdk/modifiers/modifierEntersBattlefieldWatchApplyModifiers.coffee	modifiersContextObjects, options	10
ModifierEntersBattlefieldWatchApplyModifiers#onEntersBattlefield	app/sdk/modifiers/modifierEntersBattlefieldWatchApplyModifiers.coffee		15
ModifierEnvyBaer#onDealDamage	app/sdk/modifiers/modifierEnvyBaer.coffee	action	16
ModifierEphemeral#onEndTurn	app/sdk/modifiers/modifierEphemeral.coffee		27
ModifierEquipFriendlyArtifactWatch#onAction	app/sdk/modifiers/modifierEquipFriendlyArtifactWatch.coffee	event	19
ModifierEquipFriendlyArtifactWatch#onEquipFriendlyArtifactWatch	app/sdk/modifiers/modifierEquipFriendlyArtifactWatch.coffee	action, artifact	25
ModifierEquipFriendlyArtifactWatchGainAttackEqualToCost.createContextObject	app/sdk/modifiers/modifierEquipFriendlyArtifactWatchGainAttackEqualToCost.coffee	buffName, options	13
ModifierEquipFriendlyArtifactWatchGainAttackEqualToCost#onEquipFriendlyArtifactWatch	app/sdk/modifiers/modifierEquipFriendlyArtifactWatchGainAttackEqualToCost.coffee	action, artifact	18
ModifierEternalHeart#getPrivateDefaults	app/sdk/modifiers/modifierEternalHeart.coffee	gameSession	23
ModifierEternalHeart#onAfterCleanupAction	app/sdk/modifiers/modifierEternalHeart.coffee	event	30
ModifierEternalHeart#onValidateAction	app/sdk/modifiers/modifierEternalHeart.coffee	event	43
ModifierExpireApplyModifiers.createContextObject	app/sdk/modifiers/modifierExpireApplyModifiers.coffee	modifiersContextObjects, durationEndTurn=1, durationStartTurn=0, auraIncludeSelf, auraIncludeAlly, auraIncludeEnemy, auraRadius, canTargetGeneral, description, options	13
ModifierExpireApplyModifiers#onExpire	app/sdk/modifiers/modifierExpireApplyModifiers.coffee		26
ModifierExpireApplyModifiers#getAffectedEntities	app/sdk/modifiers/modifierExpireApplyModifiers.coffee		34
ModifierExtraDamageOnCounterattack.createContextObject	app/sdk/modifiers/modifierExtraDamageOnCounterattack.coffee	extraDamage=2,options	22
ModifierExtraDamageOnCounterattack#onEvent	app/sdk/modifiers/modifierExtraDamageOnCounterattack.coffee	event	27
ModifierExtraDamageOnCounterattack#onModifyActionForEntitiesInvolvedInAttack	app/sdk/modifiers/modifierExtraDamageOnCounterattack.coffee	actionEvent	34
ModifierExtraDamageOnCounterattack#onModifyActionForExecution	app/sdk/modifiers/modifierExtraDamageOnCounterattack.coffee	actionEvent	39
ModifierExtraDamageOnCounterattack#getIsActionRelevant	app/sdk/modifiers/modifierExtraDamageOnCounterattack.coffee	a	45
ModifierExtraDamageOnCounterattack#_modifyAction	app/sdk/modifiers/modifierExtraDamageOnCounterattack.coffee	a	49
ModifierFactory.modifierForType	app/sdk/modifiers/modifierFactory.coffee	modifierType,gameSession	730
ModifierFactory.modifierClassForType	app/sdk/modifiers/modifierFactory.coffee	modifierType	737
ModifierFate#getPrivateDefaults	app/sdk/modifiers/modifierFate.coffee	gameSession	27
ModifierFate#onValidateAction	app/sdk/modifiers/modifierFate.coffee	actionEvent	34
ModifierFate#onActivate	app/sdk/modifiers/modifierFate.coffee		42
ModifierFate#onAction	app/sdk/modifiers/modifierFate.coffee	e	47
ModifierFate#checkFate	app/sdk/modifiers/modifierFate.coffee	actions	51
ModifierFate#fateConditionFulfilled	app/sdk/modifiers/modifierFate.coffee		57
ModifierFate#unlockFateCard	app/sdk/modifiers/modifierFate.coffee		60
ModifierFate#getIsActionRelevant	app/sdk/modifiers/modifierFate.coffee	action	63
ModifierFate#updateFateCondition	app/sdk/modifiers/modifierFate.coffee	action	67
ModifierFateAbyssianDyingQuest.createContextObject	app/sdk/modifiers/modifierFateAbyssianDyingQuest.coffee	deathCountRequired, options	18
