class_name	parent_class	file	methods
ModifierOverwatch	Modifier	app/sdk/modifiers/modifierOverwatch.coffee	createContextObject;onEvent;onCheckForOverwatch;getCanReactToAction;getIsActionRelevant;getRevealedCardData;onOverwatch
ModifierOverwatchAttacked	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchAttacked.coffee	getDescription;getIsActionRelevant
ModifierOverwatchAttackedBuffSelf	ModifierOverwatchAttacked	app/sdk/modifiers/modifierOverwatchAttackedBuffSelf.coffee	createContextObject;getDescription;onOverwatch
ModifierOverwatchAttackedDamageEnemyGeneralForSame	ModifierOverwatchAttacked	app/sdk/modifiers/modifierOverwatchAttackedDamageEnemyGeneralForSame.coffee	onOverwatch
ModifierOverwatchDestroyed	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchDestroyed.coffee	getDescription;getIsActionRelevant
ModifierOverwatchDestroyedPutCardInHand	ModifierOverwatchDestroyed	app/sdk/modifiers/modifierOverwatchDestroyedPutCardInHand.coffee	onOverwatch
ModifierOverwatchDestroyedPutMagmarCardsInHand	ModifierOverwatchDestroyed	app/sdk/modifiers/modifierOverwatchDestroyedPutMagmarCardsInHand.coffee	onOverwatch
ModifierOverwatchDestroyedResummonAndDestroyOther	ModifierOverwatchDestroyed	app/sdk/modifiers/modifierOverwatchDestroyedResummonAndDestroyOther.coffee	onOverwatch
ModifierOverwatchEndTurn	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchEndTurn.coffee	getDescription;getIsActionRelevant
ModifierOverwatchEndTurnPutCardInHand	ModifierOverwatchEndTurn	app/sdk/modifiers/modifierOverwatchEndTurnPutCardInHand.coffee	createContextObject;onOverwatch
ModifierOverwatchHidden	Modifier	app/sdk/modifiers/modifierOverwatchHidden.coffee	createContextObject;getDescription;onCreatedToHide
ModifierOverwatchMovedNearby	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchMovedNearby.coffee	getDescription;getIsActionRelevant
ModifierOverwatchMovedNearbyAttack	ModifierOverwatchMovedNearby	app/sdk/modifiers/modifierOverwatchMovedNearbyAttack.coffee	onOverwatch
ModifierOverwatchMovedNearbyDispelAndProvoke	ModifierOverwatchMovedNearby	app/sdk/modifiers/modifierOverwatchMovedNearbyDispelAndProvoke.coffee	onOverwatch
ModifierOverwatchMovedNearbyMiniImmolation	ModifierOverwatchMovedNearby	app/sdk/modifiers/modifierOverwatchMovedNearbyMiniImmolation.coffee	createContextObject;onOverwatch
ModifierOverwatchMovedNearbyMoveBothToCorners	ModifierOverwatchMovedNearby	app/sdk/modifiers/modifierOverwatchMovedNearbyMoveBothToCorners.coffee	onOverwatch
ModifierOverwatchSpellTarget	ModifierOverwatch	app/sdk/modifiers/modifierOverwatchSpellTarget.coffee	getDescription;getIsActionRelevant
ModifierOverwatchSpellTargetDamageEnemies	ModifierOverwatchSpellTarget	app/sdk/modifiers/modifierOverwatchSpellTargetDamageEnemies.coffee	createContextObject;onOverwatch
ModifierPantheran	Modifier	app/sdk/modifiers/modifierPantheran.coffee	onAction;onActivate;checkForScionsWishes;onHasPlayedScionsWishes;getHasPlayedScionsWishes
ModifierPortal	Modifier	app/sdk/modifiers/modifierPortal.coffee	onActivate;stopMove;stopAttack;allowMove;allowAttack
ModifierPrimalProtection	Modifier	app/sdk/modifiers/modifierPrimalProtection.coffee	createContextObject
ModifierPrimalTile	Modifier	app/sdk/modifiers/modifierPrimalTile.coffee	getDescription;createContextObject
ModifierProvidesAlwaysInfiltrated	Modifier	app/sdk/modifiers/modifierProvidesAlwaysInfiltrated.coffee	
ModifierProvoke	Modifier	app/sdk/modifiers/modifierProvoke.coffee	
ModifierProvoked	Modifier	app/sdk/modifiers/modifierProvoked.coffee	onValidateAction
ModifierPseudoRush	Modifier	app/sdk/modifiers/modifierPseudoRush.coffee	onActivate
ModifierQuestBuffAbyssian	ModifierOnDyingResummonAnywhere	app/sdk/modifiers/modifierQuestBuffAbyssian.coffee	
ModifierQuestBuffNeutral	Modifier	app/sdk/modifiers/modifierQuestBuffNeutral.coffee	
ModifierQuestBuffVanar	Modifier	app/sdk/modifiers/modifierQuestBuffVanar.coffee	
ModifierQuestStatus	Modifier	app/sdk/modifiers/modifierQuestStatus.coffee	
ModifierQuestStatusAbyssian	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusAbyssian.coffee	createContextObject;getDescription;getName
ModifierQuestStatusLyonar	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusLyonar.coffee	createContextObject;getDescription;getName
ModifierQuestStatusMagmar	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusMagmar.coffee	createContextObject;getDescription;getName
ModifierQuestStatusNeutral	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusNeutral.coffee	
ModifierQuestStatusSonghai	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusSonghai.coffee	createContextObject;getDescription;getName
ModifierQuestStatusVanar	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusVanar.coffee	createContextObject;getDescription;getName
ModifierQuestStatusVetruvian	ModifierQuestStatus	app/sdk/modifiers/modifierQuestStatusVetruvian.coffee	
ModifierRanged	Modifier	app/sdk/modifiers/modifierRanged.coffee	
ModifierRangedProvoke	Modifier	app/sdk/modifiers/modifierRangedProvoke.coffee	onValidateAction;_filterPotentialCardInAura
ModifierRangedProvoked	Modifier	app/sdk/modifiers/modifierRangedProvoked.coffee	
ModifierRebirth	ModifierOnDyingSpawnEntity	app/sdk/modifiers/modifierRebirth.coffee	createContextObject;onDying
ModifierReduceCostOfMinionsAndDamageThem	ModifierSummonWatch	app/sdk/modifiers/modifierReduceCostOfMinionsAndDamageThem.coffee	createContextObject;getDescription;onActivate;getIsActionRelevant;onSummonWatch
ModifierRemoveAndReplaceEntity	Modifier	app/sdk/modifiers/modifierRemoveAndReplaceEntity.coffee	createContextObject;getDescription;onExpire;removeAndReplace;remove;replace
ModifierReplaceWatch	Modifier	app/sdk/modifiers/modifierReplaceWatch.coffee	onAction;onReplaceWatch
ModifierReplaceWatchApplyModifiersToReplaced	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchApplyModifiersToReplaced.coffee	createContextObject;onReplaceWatch
ModifierReplaceWatchBuffSelf	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchBuffSelf.coffee	createContextObject;getDescription;onReplaceWatch
ModifierReplaceWatchDamageEnemy	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchDamageEnemy.coffee	createContextObject;getDescription;onReplaceWatch
ModifierReplaceWatchShuffleCardIntoDeck	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchShuffleCardIntoDeck.coffee	createContextObject;onReplaceWatch
ModifierReplaceWatchSpawnEntity	ModifierReplaceWatch	app/sdk/modifiers/modifierReplaceWatchSpawnEntity.coffee	createContextObject;getDescription;onReplaceWatch
ModifierRook	ModifierEndTurnWatch	app/sdk/modifiers/modifierRook.coffee	createContextObject;onTurnWatch
ModifierSandPortal	ModifierSummonWatchFromActionBar	app/sdk/modifiers/modifierSandPortal.coffee	getDescription;getCardsWithSandPortal;onSummonWatch
ModifierSecondWind	Modifier	app/sdk/modifiers/modifierSecondWind.coffee	createContextObject;getPrivateDefaults;onAfterCleanupAction;onValidateAction;onSecondWind
ModifierSelfDamageAreaAttack	Modifier	app/sdk/modifiers/modifierSelfDamageAreaAttack.coffee	onBeforeAction
ModifierSentinel	ModifierOverwatch	app/sdk/modifiers/modifierSentinel.coffee	createContextObject;onOverwatch;transformSelf;getRevealedCardData
ModifierSentinelHidden	ModifierOverwatchHidden	app/sdk/modifiers/modifierSentinelHidden.coffee	
ModifierSentinelOpponentGeneralAttack	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentGeneralAttack.coffee	getDescription;getIsActionRelevant;onOverwatch
ModifierSentinelOpponentGeneralAttackHealEnemyGeneralDrawCard	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentGeneralAttackHealEnemyGeneralDrawCard.coffee	createContextObject;getDescription;getIsActionRelevant;onOverwatch
ModifierSentinelOpponentSpellCast	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentSpellCast.coffee	getDescription;getIsActionRelevant
ModifierSentinelOpponentSpellCastRefundManaDrawCard	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentSpellCastRefundManaDrawCard.coffee	getDescription;getIsActionRelevant;onOverwatch
ModifierSentinelOpponentSummon	ModifierSentinel	app/sdk/modifiers/modifierSentinelOpponentSummon.coffee	getDescription;getCanReactToAction;getIsActionRelevant
ModifierSentinelOpponentSummonBuffItDrawCard	ModifierSentinelOpponentSummon	app/sdk/modifiers/modifierSentinelOpponentSummonBuffItDrawCard.coffee	createContextObject;onOverwatch
ModifierSentinelOpponentSummonCopyIt	ModifierSentinelOpponentSummon	app/sdk/modifiers/modifierSentinelOpponentSummonCopyIt.coffee	onOverwatch
ModifierSentinelOpponentSummonDamageIt	ModifierSentinelOpponentSummon	app/sdk/modifiers/modifierSentinelOpponentSummonDamageIt.coffee	createContextObject;onOverwatch
ModifierSentinelOpponentSummonSwapPlaces	ModifierSentinelOpponentSummon	app/sdk/modifiers/modifierSentinelOpponentSummonSwapPlaces.coffee	onOverwatch
ModifierSentinelSetup	Modifier	app/sdk/modifiers/modifierSentinelSetup.coffee	createContextObject;onModifyActionForExecution
ModifierShadowScar	ModifierDyingWish	app/sdk/modifiers/modifierShadowScar.coffee	createContextObject;onDyingWish
ModifierShatteringHeart	Modifier	app/sdk/modifiers/modifierShatteringHeart.coffee	onEvent;getIsActionRelevant;_modifyAction;onAction;onModifyActionForExecution;onModifyActionForEntitiesInvolvedInAttack;onEntitiesInvolvedInAttack
ModifierSilence	Modifier	app/sdk/modifiers/modifierSilence.coffee	onApplyToCard
ModifierSituationalBuffSelf	Modifier	app/sdk/modifiers/modifierSituationalBuffSelf.coffee	getPrivateDefaults;onApplyToCardBeforeSyncState;updateCachedStateAfterActive;getAreSubModifiersActiveForCache;getIsAura;getIsSituationActiveForCache
ModifierSituationalBuffSelfIfFullHealth	ModifierSituationalBuffSelf	app/sdk/modifiers/modifierSituationalBuffSelfIfFullHealth.coffee	createContextObject;getIsSituationActiveForCache
ModifierSituationalBuffSelfIfHaveMech	ModifierSituationalBuffSelf	app/sdk/modifiers/modifierSituationalBuffSelfIfHaveMech.coffee	createContextObject;getIsSituationActiveForCache
ModifierSituationalBuffSelfIfSpriggin	ModifierSituationalBuffSelf	app/sdk/modifiers/modifierSituationalBuffSelfIfSpriggin.coffee	createContextObject;getIsSituationActiveForCache
ModifierSnowRippler	ModifierDealDamageWatch	app/sdk/modifiers/modifierSnowRippler.coffee	onDealDamage
ModifierSpawnedFromEgg	Modifier	app/sdk/modifiers/modifierSpawnedFromEgg.coffee	onApplyToCard
ModifierSpellDamageWatch	Modifier	app/sdk/modifiers/modifierSpellDamageWatch.coffee	onAction;onDamagingSpellcast;createdDamageSubaction
ModifierSpellDamageWatchPutCardInHand	ModifierSpellDamageWatch	app/sdk/modifiers/modifierSpellDamageWatchPutCardInHand.coffee	createContextObject;onDamagingSpellcast
ModifierSpellWatch	Modifier	app/sdk/modifiers/modifierSpellWatch.coffee	onBeforeAction;onSpellWatch
ModifierSpellWatchAnywhereApplyModifiers	Modifier	app/sdk/modifiers/modifierSpellWatchAnywhereApplyModifiers.coffee	createContextObject;onAfterAction;getIsActionRelevant;onSpellWatch;onActivate
ModifierSpellWatchApplyModifiers	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchApplyModifiers.coffee	createContextObject;onSpellWatch
ModifierSpellWatchBloodLeech	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchBloodLeech.coffee	createContextObject;onSpellWatch
ModifierSpellWatchBuffAllies	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchBuffAllies.coffee	createContextObject;getDescription;onSpellWatch
ModifierSpellWatchBuffAlliesByRace	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchBuffAlliesByRace.coffee	createContextObject;getDescription;onSpellWatch
ModifierSpellWatchDamageAllMinions	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchDamageAllMinions.coffee	createContextObject;onSpellWatch
ModifierSpellWatchDamageGeneral	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchDamageGeneral.coffee	createContextObject;getDescription;onSpellWatch
ModifierSpellWatchDrawCard	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchDrawCard.coffee	onSpellWatch
ModifierSpellWatchDrawRandomArcanyst	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchDrawRandomArcanyst.coffee	onSpellWatch
ModifierSpellWatchPutCardInHand	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchPutCardInHand.coffee	createContextObject;onSpellWatch
ModifierSpellWatchScientist	Modifier	app/sdk/modifiers/modifierSpellWatchScientist.coffee	onAction
ModifierSpellWatchSpawnEntity	ModifierSpellWatch	app/sdk/modifiers/modifierSpellWatchSpawnEntity.coffee	createContextObject;getDescription;onSpellWatch;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierSpiritScribe	ModifierSummonWatch	app/sdk/modifiers/modifierSpiritScribe.coffee	createContextObject;onSummonWatch
ModifierSprigginDiesBuffSelf	Modifier	app/sdk/modifiers/modifierSprigginDiesBuffSelf.coffee	createContextObject;onAfterCleanupAction
ModifierStackingShadows	ModifierEndTurnWatch	app/sdk/modifiers/modifierStackingShadows.coffee	getDescription;onApplyToCardBeforeSyncState;getCardsWithStackingShadows;getNumStacksForPlayer;getShadowCreepDamage;getBuffedAttribute;onActivate;onDeactivate;onTurnWatch;activateShadowCreep;_activateCreep
ModifierStackingShadowsBonusDamage	Modifier	app/sdk/modifiers/modifierStackingShadowsBonusDamage.coffee	createContextObject;getFlatBonusDamage;getMultiplierBonusDamage;onActivate;onDeactivate
ModifierStackingShadowsBonusDamageEqualNumberTiles	ModifierStackingShadowsBonusDamage	app/sdk/modifiers/modifierStackingShadowsBonusDamageEqualNumberTiles.coffee	createContextObject;getPrivateDefaults;onDeactivate;updateCachedStateAfterActive;_onRemoveAura;removeSubModifiers;_onAddAura;addSubModifiers;getCurrentCount;getFlatBonusDamage
ModifierStackingShadowsBonusDamageUnique	ModifierStackingShadowsBonusDamage	app/sdk/modifiers/modifierStackingShadowsBonusDamageUnique.coffee	
ModifierStackingShadowsDebuff	Modifier	app/sdk/modifiers/modifierStackingShadowsDebuff.coffee	createContextObject
ModifierStartOpponentsTurnWatch	Modifier	app/sdk/modifiers/modifierStartOpponentsTurnWatch.coffee	onStartTurn;onTurnWatch
ModifierStartOpponentsTurnWatchRemoveEntity	ModifierStartOpponentsTurnWatch	app/sdk/modifiers/modifierStartOpponentsTurnWatchRemoveEntity.coffee	onTurnWatch
ModifierStartTurnWatch	Modifier	app/sdk/modifiers/modifierStartTurnWatch.coffee	onStartTurn;onTurnWatch
ModifierStartTurnWatchApplyTempArtifactModifier	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchApplyTempArtifactModifier.coffee	onActivate;createContextObject;onTurnWatch
ModifierStartTurnWatchBounceToActionBar	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchBounceToActionBar.coffee	onTurnWatch
ModifierStartTurnWatchBuffSelf	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchBuffSelf.coffee	createContextObject;getDescription;onTurnWatch
ModifierStartTurnWatchDamageAndBuffSelf	ModifierStartTurnWatchBuffSelf	app/sdk/modifiers/modifierStartTurnWatchDamageAndBuffSelf.coffee	createContextObject;getDescription;onTurnWatch
ModifierStartTurnWatchDamageEnemiesInRow	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDamageEnemiesInRow.coffee	createContextObject;onTurnWatch
ModifierStartTurnWatchDamageEnemyGeneralBuffSelf	ModifierStartTurnWatchBuffSelf	app/sdk/modifiers/modifierStartTurnWatchDamageEnemyGeneralBuffSelf.coffee	createContextObject;getDescription;onTurnWatch
ModifierStartTurnWatchDamageGeneralEqualToMinionsOwned	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDamageGeneralEqualToMinionsOwned.coffee	createContextObject;getDescription;onTurnWatch
ModifierStartTurnWatchDamageMyGeneral	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDamageMyGeneral.coffee	createContextObject;onTurnWatch
ModifierStartTurnWatchDamageRandom	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDamageRandom.coffee	createContextObject;getDescription;onTurnWatch
ModifierStartTurnWatchDestroySelfAndEnemies	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDestroySelfAndEnemies.coffee	onTurnWatch
ModifierStartTurnWatchDispelAllEnemyMinionsDrawCard	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchDispelAllEnemyMinionsDrawCard.coffee	onTurnWatch
ModifierStartTurnWatchEquipArtifact	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchEquipArtifact.coffee	createContextObject;onTurnWatch
ModifierStartTurnWatchImmolateDamagedMinions	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchImmolateDamagedMinions.coffee	onTurnWatch
ModifierStartTurnWatchPlaySpell	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchPlaySpell.coffee	createContextObject;getDescription;onTurnWatch
ModifierStartTurnWatchPutCardInHand	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchPutCardInHand.coffee	createContextObject;onTurnWatch
ModifierStartTurnWatchPutCardInOpponentsHand	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchPutCardInOpponentsHand.coffee	createContextObject;onTurnWatch
ModifierStartTurnWatchRemoveEntity	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchRemoveEntity.coffee	onTurnWatch
ModifierStartTurnWatchRespawnClones	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchRespawnClones.coffee	createContextObject;onTurnWatch
ModifierStartTurnWatchRestoreChargeToArtifacts	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchRestoreChargeToArtifacts.coffee	onTurnWatch
ModifierStartTurnWatchSpawnEntity	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchSpawnEntity.coffee	createContextObject;getDescription;onTurnWatch;getCardDataOrIndexToSpawn;getSpawnOwnerId
ModifierStartTurnWatchSpawnTile	ModifierStartTurnWatchSpawnEntity	app/sdk/modifiers/modifierStartTurnWatchSpawnTile.coffee	getDescription
ModifierStartTurnWatchSummonDervish	ModifierStartTurnWatchSpawnEntity	app/sdk/modifiers/modifierStartTurnWatchSummonDervish.coffee	createContextObject
ModifierStartTurnWatchSwapStats	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchSwapStats.coffee	onTurnWatch
ModifierStartTurnWatchTeleportRandomSpace	ModifierStartTurnWatch	app/sdk/modifiers/modifierStartTurnWatchTeleportRandomSpace.coffee	onTurnWatch
ModifierStartsInHand	Modifier	app/sdk/modifiers/modifierStartsInHand.coffee	
ModifierStrikeback	Modifier	app/sdk/modifiers/modifierStrikeback.coffee	onEvent;getIsActionRelevant;onBeforeAction;onEntitiesInvolvedInAttack;getCanReachEntity
ModifierStun	ModifierStunned	app/sdk/modifiers/modifierStun.coffee	
ModifierStunWhenAttacked	Modifier	app/sdk/modifiers/modifierStunWhenAttacked.coffee	onAction
ModifierStunned	Modifier	app/sdk/modifiers/modifierStunned.coffee	onApplyToCardBeforeSyncState;onValidateAction
ModifierStunnedVanar	ModifierStunned	app/sdk/modifiers/modifierStunnedVanar.coffee	
ModifierSummonSelfOnReplace	Modifier	app/sdk/modifiers/modifierSummonSelfOnReplace.coffee	getDescription;onAction
ModifierSummonWatch	Modifier	app/sdk/modifiers/modifierSummonWatch.coffee	onAfterCleanupAction;getIsActionRelevant;onSummonWatch;getIsCardRelevantToWatcher
ModifierSummonWatchAnyPlayer	Modifier	app/sdk/modifiers/modifierSummonWatchAnyPlayer.coffee	onAction;getIsActionRelevant;onSummonWatch;getIsCardRelevantToWatcher
ModifierSummonWatchAnyPlayerApplyModifiers	ModifierSummonWatchAnyPlayer	app/sdk/modifiers/modifierSummonWatchAnyPlayerApplyModifiers.coffee	createContextObject;getDescription;onSummonWatch;getIsValidBuffPosition
