namespace	key	value_en	has_params
collection	action_filter_all_cards	All Cards	false
collection	action_filter_standard_cards	Standard Cards	false
collection	action_filter_lore	Lore Notifications	false
collection	action_filter_card_skins	Card Skins	false
collection	action_filter_prismatic_crafting	Prismatic Crafting	false
collection	action_filter_prismatics	Prismatics	false
collection	action_dismiss_all_new	Dismiss New	false
collection	unlock_prismatic_crafting_by_normal_unlock_msg	Unlock prismatic crafting by unlocking the normal version of this card.	false
collection	unlock_prismatic_crafting_by_leveling_faction_msg	Unlock prismatic by reaching {{faction_name}} level {{unlocksAtLevel}}.	true
collection	unlock_general_by_leveling_msg	Unlock 1 copy by reaching {{faction_name}} level {{level}}.	true
collection	unlock_card_by_leveling_msg	Unlock 3 copies by reaching {{faction_name}} level {{level}}.	true
collection	unlock_through_spirit_orbs_msg	Unlockable only through {{card_set_name}} Spirit Orbs.	true
collection	unlock_faction_msg	Unlock {{faction_name}} by defeating them in a Practice Game.	true
collection	cannot_craft_prismatic_achievement_cards_yet_msg	You cannot craft or disenchant prismatic achievement cards until you've earned the achievement.	false
collection	cannot_craft_achievement_cards_msg	You cannot craft or disenchant achievement cards.	false
collection	cannot_craft_progression_cards_msg	You cannot craft or disenchant progression cards.	false
collection	cannot_craft_prismatic_of_unlockable_set_msg	You cannot craft or disenchant prismatic {{cardSetName}} cards until you've unlocked the normal version of this card.	true
collection	cannot_craft_cards_of_unlockable_set_msg	You cannot craft or disenchant the normal version of {{cardSetName}} cards.	true
collection	cannot_craft_basic_cards_msg	You cannot craft or disenchant basic cards.	false
collection	duplicate_cards_msg	You have duplicate cards	false
collection	new_card_popover_msg	NEW	false
collection	import_deck	Import Deck	false
collection	export_deck	Export Deck	false
collection	must_select_general_error	You must select a General first!	false
collection	default_deck_name	Deck Name	false
collection	default_deck_desc	this deck	false
collection	deck_change_cancel_msg	Are you sure you want to cancel changes made to {{deckName}}?	true
collection	deck_delete_confirm_msg	Are you sure you want to delete {{deckName}}?	true
collection	deck_save_error_msg	There was a problem saving your deck. Please try again.	false
collection	deck_save_no_general_error_msg	You cannot save a deck without a general.	false
collection	max_copies_added_to_deck	MAX copies added to deck.	false
collection	artifact_desc	Artifacts may be applied to your general to grant bonuses and special abilities. A general may wield up to 3 artifacts at a time. Artifacts remain active until replaced or destroyed.	false
collection	general_desc	Generals command your minions and cast your spells. Each general has a unique Bloodbound Spell that may be reused throughout a battle. Destroy the enemy general to win the game!	false
collection	minion_desc	Minions may be played to the battle field nearby any other friendly minion. Minions begin their first turn exhausted, but may move and attack at least once on each subsequent turn, and remain active until killed.	false
collection	spell_desc	Spells may be played to the battle field to activate the spell's text. Spells do not remain active after activation.	false
collection	copies_label	Copies: 	false
common	loading_dialog_one_moment_label	One moment...	false
common	success_title	SUCCESS!	false
common	error_occurred_title	Uh-oh!	false
common	generic_invalid_input_message	Invalid input	false
common	default_error_dialog_title	We hit a snag!	false
common	default_error_dialog_button_label	OK	false
common	default_confirm_dialog_button_continue_label	OK	false
common	default_confirm_dialog_button_cancel_label	Cancel	false
common	start_error_message_generic_please_retry	Oops... there was a problem processing your request. Please try again.	false
common	generic_not_available_message	Not Available	false
common	generic_complete_message	Complete	false
common	search_input_label	Search	false
common	help_button_label	Help	false
common	next_button_label	NEXT	false
common	done_button_label	DONE	false
common	mute_button_label	Mute	false
common	claim_label	Claim	false
common	play_button_label	PLAY	false
common	confirm_button_label	Confirm	false
common	esc_menu_more_settings_label	Settings	false
common	esc_menu_logout_label	Logout	false
common	esc_menu_quit_label	Quit	false
common	acknowledge_dismiss_button_label	Got it!	false
common	press_anywhere_to_continue_label	Press anywhere to continue	false
common	no_decks_found_message	No decks found	false
common	spirit_orb	Spirit Orb	false
common	spirit_orb_plural	Spirit Orbs	false
common	currency_gold	Gold	false
common	currency_spirit	Spirit	false
common	currency_premium	Diamond	false
common	currency_premium_plural	Diamonds	false
common	currency_premium_emphasized	DIAMOND	false
common	currency_premium_emphasized_plural	DIAMONDS	false
common	xp_level	Level	false
common	key_blade	Key Blade	false
common	win	Win	false
common	win_plural	Wins	false
common	reward	Reward	false
common	reward_plural	Rewards	false
common	general_label	General	false
common	general_label_plural	Generals	false
common	unit_label	Minion	false
common	unit_label_plural	Minions	false
common	spell_label	Spell	false
common	spell_label_plural	Spells	false
common	artifact_label	Artifact	false
common	artifact_label_plural	Artifacts	false
common	tile_label	Tile	false
common	rarity_label	Rarity	false
common	your_opponent_label	Your Opponent	false
common	reward_available_label	Reward Available	false
common	defeated_label	Defeated	false
common	game_type_ranked	ranked	false
common	game_type_unranked	unranked	false
common	game_type_friendly	friendly	false
common	game_type_casual	casual	false
common	game_type_gauntlet	gauntlet	false
common	game_type_practice	practice	false
common	game_type_single_player	practice	false
common	game_type_boss_battle	boss battle	false
common	time_hour	Hour	false
common	time_hour_plural	Hours	false
common	time_minute	Minute	false
common	time_minute_plural	Minutes	false
common	time_second	Second	false
common	time_second_plural	Seconds	false
common	coming_soon_label	Coming Soon	false
common	available_for_duration_label	Available for: {{duration}}	true
common	available_in_duration_label	Available in: {{duration}}	true
common	abbreviated_level_label	lvl	false
common	month_0	January	false
common	month_1	February	false
common	month_2	March	false
common	month_3	April	false
common	month_4	May	false
common	month_5	June	false
common	month_6	July	false
common	month_7	August	false
common	month_8	September	false
common	month_9	October	false
common	month_10	November	false
common	month_11	December	false
common	click_to_unlock	Click to unlock	false
cosmetics	cosmetic_type_emote	Emote	false
cosmetics	cosmetic_type_card_back	Card Back	false
cosmetics	cosmetic_type_profile_icon	Profile Icon	false
cosmetics	cosmetic_type_scene	Scene	false
cosmetics	cosmetic_type_battle_map	Battle Map	false
cosmetics	cosmetic_type_card_skin	Card Skin	false
cosmetics	cardback_desc	Set your card back per-deck in your Collection, and show it off in-game!	false
cosmetics	scene_desc	Custom splash art for your Duelyst Main Menu.	false
cosmetics	icon_desc	Icon to show off in-game, in your Profile, and in your buddy list.	false
cosmetics	common_mystery_crate_1	Common Mystery Crates contain: 	false
cosmetics	common_mystery_crate_2	- 2 Cosmetic Items	false
cosmetics	common_mystery_crate_3	- 1 Prismatic Card 	false
cosmetics	common_mystery_crate_4	Common Mystery Crates guarantee 1 Rare (or better) Cosmetic Item.	false
cosmetics	rare_mystery_crate_1	Rare Mystery Crates contain: 	false
cosmetics	rare_mystery_crate_2	- 4 Cosmetic Items	false
cosmetics	rare_mystery_crate_3	- 1 Prismatic Card 	false
cosmetics	rare_mystery_crate_4	Rare Mystery Crates guarantee at least 1 Epic (or better) Cosmetic Item and 1 Rare (or better) Prismatic Card.	false
cosmetics	epic_mystery_crate_1	Epic Mystery Crates contain: 	false
cosmetics	epic_mystery_crate_2	- 5 Cosmetic Items	false
cosmetics	epic_mystery_crate_3	- 2 Prismatic Cards 	false
cosmetics	epic_mystery_crate_4	Epic Mystery Crates guarantee at least 1 Legendary Cosmetic Item and 2 Rare (or better) Prismatic Cards.	false
cosmetics	generic_mystery_crate	Gift Crates may contain any random assortment of currency, cosmetic items, cards, and more!	false
cosmetics	boss_crate_1	Boss Mystery Crates contain: 	false
cosmetics	boss_crate_2	- 1 Random Spirit Orb	false
cosmetics	boss_crate_3	- 1 Common Cosmetic	false
cosmetics	boss_crate_4	- 100 Spirit 	false
cosmetics	frostfire_premium_crate	Special festive cosmetics, and more!	false
cosmetics	frostfire_crate	Special festive cosmetics, and more!	false
cosmetics	scene_magaari_name	Magaari, Ember Highlands	false
cosmetics	scene_magaari_desc	A location in the world of Duelyst.	false
cosmetics	scene_obsidian_woods_name	Obsidian Woods	false
cosmetics	scene_obsidian_woods_desc	A location in the world of Duelyst.	false
cosmetics	scene_frostfire_festival_name	Frostfire Festival	false
cosmetics	scene_frostfire_festival_desc	A location in the world of Duelyst.	false
cosmetics	scene_city_of_kaero_name	City of Kaero	false
cosmetics	scene_city_of_kaero_desc	A location in the world of Duelyst.	false
cosmetics	scene_unearthed_prophecy_name	Unearthed Prophecy	false
cosmetics	scene_unearthed_prophecy_desc	A location in the world of Duelyst.	false
cosmetics	skin_argeon_m2_name	Argeon Highmayne MkII	false
cosmetics	skin_argeon_m2_desc	Claimed the Lyonar throne by bloodright in the bloody aftermath of the Battle of God's Heel.	false
cosmetics	skin_ziran_m2_name	Zir'an Sunforge MkII	false
cosmetics	skin_ziran_m2_desc	Found in Akram as a young child by Argeon. Raised by the Sunforge family as Argeon's ward.	false
cosmetics	skin_kaleos_m2_name	Kaleos Xaan MkII	false
cosmetics	skin_kaleos_m2_desc	Uniquely born from the twilight mists. Received his first Sandshield from Starhorn.	false
cosmetics	skin_reva_m2_name	Reva Eventide MkII	false
cosmetics	skin_reva_m2_desc	She's fused with the Spirit Dragon, having received the most valued piece from Kaleos's Sandshield.	false
cosmetics	skin_zirix_m2_name	Zirix Starstrider MkII	false
cosmetics	skin_zirix_m2_desc	During his own Melding, his Sandshield seared and permanently damaged his face.	false
cosmetics	skin_sajj_m2_name	Scioness Sajj MkII	false
cosmetics	skin_sajj_m2_desc	Zirix altered the Melding to produce the first Sandshield without the need for an organic body.	false
cosmetics	skin_lilithe_m2_name	Lilithe Blightchaser MkII	false
cosmetics	skin_lilithe_m2_desc	Four hundred years old. A sister of Vetruvia's House Khaleem during the Second Vetruvian Wars.	false
cosmetics	skin_cassyva_m2_name	Cassyva Soulreaper MkII	false
cosmetics	skin_cassyva_m2_desc	Over four hundred years old. Originally the leader of the Five Fanblades of Akram.	false
cosmetics	skin_vaath_m2_name	Vaath the Immortal MkII	false
cosmetics	skin_vaath_m2_desc	Builder of the Amberhorn Citadel, inviting all sentient creatures on Magaari to join him.	false
cosmetics	skin_starhorn_m2_name	Starhorn the Seeker MkII	false
cosmetics	skin_starhorn_m2_desc	Wove the location of Deladriss Peake into the sacred song, the Dance of Dreams.	false
cosmetics	skin_faie_m2_name	Faie Bloodwing MkII	false
cosmetics	skin_faie_m2_desc	First of the Aperion Bloodbound, first of the Hawkwolf.	false
cosmetics	skin_kara_m2_name	Kara Winterblade MkII	false
cosmetics	skin_kara_m2_desc	Honored as the protector of the mythic Winterblade, which carries Songweaver Eurielle’s secret.	false
cosmetics	skin_rogue_legacy_name	Rogue Legacy skin	false
cosmetics	skin_rogue_legacy_desc	Argeon Highmayne Rogue Legacy skin	false
cosmetics	skin_dogehai_name	Dogehai	false
cosmetics	skin_dogehai_desc	Kaleos Xaan doge skin	false
cosmetics	skin_sarlac_prime_name	Sarlac Prime	false
cosmetics	skin_sarlac_prime_desc	Sarlac Prime	false
cosmetics	skin_keeper_name	Keeper of the Value	false
cosmetics	skin_keeper_desc	Keeper of the Value	false
cosmetics	skin_darkjammer_name	Darkjammer	false
cosmetics	skin_darkjammer_desc	Darkjammer	false
cosmetics	skin_frostfire_tiger_name	Frostfire Tiger	false
cosmetics	skin_frostfire_tiger_desc	Frostfire Tiger	false
cosmetics	skin_festive_snowchaser_name	Festive Snowchaser	false
cosmetics	skin_festive_snowchaser_desc	Festive Snowchaser	false
cosmetics	skin_faie_festive_name	Festive Faie Bloodwing	false
cosmetics	skin_faie_festive_desc	Faie is ready for the Frostfire Festival!	false
cosmetics	skin_zirix_festive_name	Festive Zirix Starstrider	false
cosmetics	skin_zirix_festive_desc	Zirix is ready for the Frostfire Festival!	false
cosmetics	skin_zyx_festive_name	Festive Zyx	false
cosmetics	skin_zyx_festive_desc	Zyx is ready for the Frostfire Festival!	false
cosmetics	skin_brome_m2_name	Brome Warcrest MkII	false
cosmetics	skin_brome_m2_desc	Brome is pumped up and ready for battle!	false
cosmetics	skin_shidai_m2_name	Shidai Stormblossom MkII	false
cosmetics	skin_shidai_m2_desc	Shidai is pumped up and ready for battle!	false
cosmetics	skin_ciphyron_m2_name	Ciphyron Ascendant MkII	false
cosmetics	skin_ciphyron_m2_desc	Ciphyron is pumped up and ready for battle!	false
cosmetics	skin_ragnora_m2_name	Ragnora the Relentless MkII	false
cosmetics	skin_ragnora_m2_desc	Ragnora is pumped up and ready for battle!	false
cosmetics	skin_maehv_m2_name	Maehv Skinsolder MkII	false
cosmetics	skin_maehv_m2_desc	Maehv is pumped up and ready for battle!	false
cosmetics	skin_ilena_m2_name	Ilena Cryobyte MkII	false
cosmetics	skin_ilena_m2_desc	Ilena is pumped up and ready for battle!	false
cosmetics	cardback_classic_name	Classic	false
cosmetics	cardback_classic_desc	Your default classic card back.	false
cosmetics	cardback_redstark_name	Redstark Blue	false
